GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022100458,609,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,47,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,8,1,1,20220304,TOR,ORL
Shot Chart Detail,0022100472,21,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20220126,CHI,TOR
Shot Chart Detail,0022100472,211,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,9,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,1,20220126,CHI,TOR
Shot Chart Detail,0022100472,375,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1,1,1,20220126,CHI,TOR
Shot Chart Detail,0022100472,391,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,8,24,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-2,1,1,20220126,CHI,TOR
Shot Chart Detail,0022100472,518,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20220126,CHI,TOR
Shot Chart Detail,0022100472,620,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,42,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,74,17,1,1,20220126,CHI,TOR
Shot Chart Detail,0022100545,96,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,4,15,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220102,TOR,NYK
Shot Chart Detail,0022100545,290,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,18,1,1,20220102,TOR,NYK
Shot Chart Detail,0022100545,421,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,4,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,31,1,1,20220102,TOR,NYK
Shot Chart Detail,0022100545,425,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,4,15,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-67,266,1,1,20220102,TOR,NYK
Shot Chart Detail,0022100563,192,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,36,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220104,TOR,SAS
Shot Chart Detail,0022100563,431,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,8,17,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,41,1,1,20220104,TOR,SAS
Shot Chart Detail,0022100563,606,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,8,1,1,20220104,TOR,SAS
Shot Chart Detail,0022100563,630,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,7,16,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-66,62,1,1,20220104,TOR,SAS
Shot Chart Detail,0022100573,53,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,55,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,82,112,1,1,20220105,MIL,TOR
Shot Chart Detail,0022100573,362,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,8,33,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,14,1,1,20220105,MIL,TOR
Shot Chart Detail,0022100584,17,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,4,151,1,1,20220107,TOR,UTA
Shot Chart Detail,0022100584,44,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,11,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-11,99,1,1,20220107,TOR,UTA
Shot Chart Detail,0022100584,177,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,44,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,77,66,1,1,20220107,TOR,UTA
Shot Chart Detail,0022100584,326,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,0,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-6,99,1,1,20220107,TOR,UTA
Shot Chart Detail,0022100584,361,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,23,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220107,TOR,UTA
Shot Chart Detail,0022100599,27,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,3,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-50,66,1,1,20220109,TOR,NOP
Shot Chart Detail,0022100599,124,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,183,126,1,1,20220109,TOR,NOP
Shot Chart Detail,0022100599,152,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,17,1,1,20220109,TOR,NOP
Shot Chart Detail,0022100633,122,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,3,47,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220114,DET,TOR
Shot Chart Detail,0022100633,513,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,1,13,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-51,41,1,1,20220114,DET,TOR
Shot Chart Detail,0022100633,517,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,0,34,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,53,78,1,1,20220114,DET,TOR
Shot Chart Detail,0022100633,535,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,15,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,37,53,1,1,20220114,DET,TOR
Shot Chart Detail,0022100662,18,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,13,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-42,92,1,1,20220117,MIA,TOR
Shot Chart Detail,0022100662,277,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,46,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220117,MIA,TOR
Shot Chart Detail,0022100662,311,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,8,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,16,1,1,20220117,MIA,TOR
Shot Chart Detail,0022100662,351,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-227,93,1,1,20220117,MIA,TOR
Shot Chart Detail,0022100662,507,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,9,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,25,1,1,20220117,MIA,TOR
Shot Chart Detail,0022100662,520,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,7,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,31,1,1,20220117,MIA,TOR
Shot Chart Detail,0022100675,14,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,35,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220119,DAL,TOR
Shot Chart Detail,0022100675,39,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,51,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,46,1,1,20220119,DAL,TOR
Shot Chart Detail,0022100675,328,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,167,185,1,1,20220119,DAL,TOR
Shot Chart Detail,0022100675,578,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,50,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-71,67,1,1,20220119,DAL,TOR
Shot Chart Detail,0022100689,85,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,4,43,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-36,35,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,131,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,1,27,Made Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-82,26,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,133,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,57,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-15,62,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,223,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,6,11,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,42,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,231,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,5,17,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-15,69,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,244,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,19,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,249,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,55,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-34,56,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,281,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,17,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,26,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,305,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,53,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-89,123,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,309,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,26,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,25,49,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,336,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-98,134,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100689,407,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,2,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,28,1,1,20220121,WAS,TOR
Shot Chart Detail,0022100702,342,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,11,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-97,246,1,1,20220123,TOR,POR
Shot Chart Detail,0022100702,367,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,55,248,1,1,20220123,TOR,POR
Shot Chart Detail,0022100702,394,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,229,94,1,1,20220123,TOR,POR
Shot Chart Detail,0022100726,27,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-170,187,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,44,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,31,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,60,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,44,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-108,-1,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,86,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,8,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,176,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,42,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,229,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,9,20,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,25,71,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,297,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,18,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,317,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,14,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-6,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,347,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,10,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,357,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,0,15,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,376,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,11,31,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,13,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100726,577,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,2,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220228,BKN,TOR
Shot Chart Detail,0022100748,173,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,3,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-1,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100748,203,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,8,25,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,32,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100748,206,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,7,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,233,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100748,244,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,5,12,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,6,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100748,284,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,23,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,12,67,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100748,397,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,5,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-218,135,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100748,564,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,5,15,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20220129,MIA,TOR
Shot Chart Detail,0022100767,66,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,4,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,6,1,1,20220131,ATL,TOR
Shot Chart Detail,0022100767,149,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,41,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,29,29,1,1,20220131,ATL,TOR
Shot Chart Detail,0022100767,366,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,25,1,1,20220131,ATL,TOR
Shot Chart Detail,0022100784,57,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,109,126,1,1,20220201,TOR,MIA
Shot Chart Detail,0022100784,105,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,3,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,22,1,1,20220201,TOR,MIA
Shot Chart Detail,0022100784,117,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,2,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,224,67,1,1,20220201,TOR,MIA
Shot Chart Detail,0022100784,214,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,8,5,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4,54,1,1,20220201,TOR,MIA
Shot Chart Detail,0022100784,615,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,43,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,14,1,1,20220201,TOR,MIA
Shot Chart Detail,0022100790,22,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,47,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20220204,TOR,ATL
Shot Chart Detail,0022100790,52,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,38,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,16,75,1,1,20220204,TOR,ATL
Shot Chart Detail,0022100790,215,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,7,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20220204,TOR,ATL
Shot Chart Detail,0022100790,478,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,9,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,32,1,1,20220204,TOR,ATL
Shot Chart Detail,0022100790,576,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,14,1,1,20220204,TOR,ATL
Shot Chart Detail,0022100790,592,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,0,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,12,271,1,1,20220204,TOR,ATL
Shot Chart Detail,0022100810,23,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,18,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,69,1,1,20220207,CHA,TOR
Shot Chart Detail,0022100810,223,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,6,21,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,45,1,1,20220207,CHA,TOR
Shot Chart Detail,0022100810,357,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,5,1,1,20220207,CHA,TOR
Shot Chart Detail,0022100810,616,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20220207,CHA,TOR
Shot Chart Detail,0022100827,135,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,1,47,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,21,1,1,20220209,OKC,TOR
