GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022100827,269,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,51,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,34,1,1,20220209,OKC,TOR
Shot Chart Detail,0022100827,419,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,3,8,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-27,74,1,1,20220209,OKC,TOR
Shot Chart Detail,0022100827,561,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,59,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,43,1,1,20220209,OKC,TOR
Shot Chart Detail,0022100827,582,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,183,1,1,20220209,OKC,TOR
Shot Chart Detail,0022100834,126,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,2,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,6,1,1,20220210,HOU,TOR
Shot Chart Detail,0022100834,151,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,73,1,1,20220210,HOU,TOR
Shot Chart Detail,0022100834,593,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,5,50,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,57,1,1,20220210,HOU,TOR
Shot Chart Detail,0022100834,647,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,34,1,1,20220210,HOU,TOR
Shot Chart Detail,0022100850,28,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,2,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-10,47,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100850,46,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,55,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,39,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100850,115,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,1,44,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100850,361,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,41,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,13,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100850,378,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,5,8,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,5,88,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100850,431,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,1,0,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-18,69,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100850,561,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,33,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,2,109,1,1,20220212,TOR,DEN
Shot Chart Detail,0022100863,26,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,53,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,29,1,1,20220214,NOP,TOR
Shot Chart Detail,0022100863,592,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,5,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,28,1,1,20220214,NOP,TOR
Shot Chart Detail,0022100880,24,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,3,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,27,1,1,20220216,MIN,TOR
Shot Chart Detail,0022100880,75,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,30,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20220216,MIN,TOR
Shot Chart Detail,0022100880,98,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,3,44,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,8,1,1,20220216,MIN,TOR
Shot Chart Detail,0022100880,278,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,129,1,1,1,20220216,MIN,TOR
Shot Chart Detail,0022100896,62,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,66,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,246,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,6,14,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,7,31,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,255,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,5,36,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,16,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,258,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,5,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,265,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,56,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,273,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,17,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,21,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,277,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,39,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,25,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,423,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,2,53,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-22,62,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,451,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,0,48,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-65,36,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,483,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,124,164,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,515,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,50,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100896,561,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,5,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-163,152,1,1,20220225,CHA,TOR
Shot Chart Detail,0022100906,62,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20220226,ATL,TOR
Shot Chart Detail,0022100906,65,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,49,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,13,143,1,1,20220226,ATL,TOR
Shot Chart Detail,0022100906,574,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,12,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-9,73,1,1,20220226,ATL,TOR
Shot Chart Detail,0022100928,23,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,2,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-7,92,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,47,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-53,11,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,60,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,17,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,64,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,6,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,247,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,34,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,0,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,336,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,19,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,373,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,44,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,27,77,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100928,579,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,6,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,153,19,1,1,20220301,TOR,BKN
Shot Chart Detail,0022100942,174,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,25,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-32,49,1,1,20220303,TOR,DET
Shot Chart Detail,0022100942,291,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,55,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,59,1,1,20220303,TOR,DET
Shot Chart Detail,0022100942,310,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,0,29,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-10,81,1,1,20220303,TOR,DET
Shot Chart Detail,0022100942,340,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,25,148,1,1,20220303,TOR,DET
Shot Chart Detail,0022100942,376,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,56,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,21,1,1,20220303,TOR,DET
Shot Chart Detail,0022100942,580,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,6,35,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,5,1,1,20220303,TOR,DET
Shot Chart Detail,0022100942,601,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,55,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,262,1,1,20220303,TOR,DET
Shot Chart Detail,0022100962,41,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,40,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,10,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,73,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,43,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,19,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,211,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,9,4,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,306,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,31,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,51,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,362,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,10,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-108,52,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,587,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,6,57,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,67,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,643,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,39,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,47,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100962,654,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-31,67,1,1,20220306,CLE,TOR
Shot Chart Detail,0022100989,63,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,5,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,327,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,11,25,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,59,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,362,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,17,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,367,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,34,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,394,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,23,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,400,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,5,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,20,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,574,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,39,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,81,1,1,20220309,SAS,TOR
Shot Chart Detail,0022100989,586,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,35,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-50,74,1,1,20220309,SAS,TOR
Shot Chart Detail,0022101003,9,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,11,38,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,5,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101003,17,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,44,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-80,35,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101003,74,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-107,156,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101003,185,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-125,222,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101003,312,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,0,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101003,365,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,40,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,94,46,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101003,606,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,43,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,-9,1,1,20220311,PHX,TOR
Shot Chart Detail,0022101009,28,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,68,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,20,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,9,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,122,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,2,5,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,5,64,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,171,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,16,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,221,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,7,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-180,180,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,228,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,6,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,257,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,5,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,20,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,366,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,11,17,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,55,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,537,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-196,174,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,615,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,16,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101009,646,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,25,1,1,20220312,DEN,TOR
Shot Chart Detail,0022101028,9,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,11,31,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220314,LAL,TOR
Shot Chart Detail,0022101028,12,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,58,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,43,1,1,20220314,LAL,TOR
Shot Chart Detail,0022101028,17,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,19,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,47,1,1,20220314,LAL,TOR
Shot Chart Detail,0022101028,36,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,35,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,4,1,1,20220314,LAL,TOR
Shot Chart Detail,0022101028,57,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20220314,LAL,TOR
Shot Chart Detail,0022101028,85,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,4,56,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-56,111,1,1,20220314,LAL,TOR
